,Event,Site,Date,Round,White,Black,Result,BlackElo,BlackRatingDiff,ECO,Termination,TimeControl,UTCDate,UTCTime,Variant,WhiteElo,WhiteRatingDiff
137,Rated Rapid game,https://lichess.org/5LWJz8wh,2021.02.20,?,BlueGarden78,DaenaliaEvandruile,0-1,1130,+10,C42,Time forfeit,600+0,2021.02.20,06:05:29,Standard,1130,-5
138,Rated Rapid game,https://lichess.org/WY4csVqd,2021.02.20,?,DaenaliaEvandruile,joemama69ligma,1-0,1075,-6,C53,Normal,600+0,2021.02.20,05:52:41,Standard,1120,+10
139,Rated Rapid game,https://lichess.org/7gGqlcgm,2021.02.20,?,toonn,DaenaliaEvandruile,0-1,1111,+9,C26,Normal,600+0,2021.02.20,05:37:17,Standard,1066,-5
140,Rated Bullet game,https://lichess.org/TW1cwOg5,2021.02.19,?,joepinc,DaenaliaEvandruile,1-0,1236,-6,A40,Time forfeit,60+0,2021.02.19,14:14:54,Standard,1218,+6
141,Rated Blitz game,https://lichess.org/lZESBp8s,2021.02.19,?,Giuseppegal,DaenaliaEvandruile,0-1,996,+7,C20,Normal,180+0,2021.02.19,14:10:05,Standard,998,-6
142,Rated Blitz game,https://lichess.org/OC2qsKU6,2021.02.19,?,DaenaliaEvandruile,EloyRenan,0-1,1012,+5,C45,Normal,180+0,2021.02.19,14:05:45,Standard,1002,-6
143,Rated Blitz game,https://lichess.org/dSxseP77,2021.02.19,?,lilkillaaah,DaenaliaEvandruile,1-0,1008,-6,C42,Time forfeit,180+0,2021.02.19,13:59:48,Standard,1034,+6
144,Rated Blitz game,https://lichess.org/tK4QPBXy,2021.02.19,?,Capsg2two,DaenaliaEvandruile,0-1,1004,+4,C43,Normal,180+0,2021.02.19,13:53:59,Standard,881,-8
145,Rated Blitz game,https://lichess.org/cYHCwgil,2021.02.19,?,DaenaliaEvandruile,Planschq666,0-1,1083,+5,C41,Normal,180+0,2021.02.19,13:47:42,Standard,1009,-5
146,Rated Blitz game,https://lichess.org/FHwjHuEr,2021.02.19,?,DaenaliaEvandruile,Loyola314,1-0,1043,-7,C50,Time forfeit,180+0,2021.02.19,13:40:57,Standard,1001,+8
147,Rated Bullet game,https://lichess.org/ZfCQzRLx,2021.02.19,?,joshgrafix,DaenaliaEvandruile,0-1,1231,+5,C42,Time forfeit,60+0,2021.02.19,12:28:51,Standard,1207,-6
148,Rated Bullet game,https://lichess.org/mkCMfadl,2021.02.19,?,DaenaliaEvandruile,joshgrafix,0-1,1200,+7,C44,Normal,60+0,2021.02.19,12:26:30,Standard,1237,-6
149,Rated Bullet game,https://lichess.org/fpgIVGp6,2021.02.19,?,joshgrafix,DaenaliaEvandruile,0-1,1231,+6,C42,Normal,60+0,2021.02.19,12:25:45,Standard,1206,-6
150,Rated Rapid game,https://lichess.org/5dHgPpFH,2021.02.19,?,DaenaliaEvandruile,KMBL120594,0-1,973,+70,C41,Time forfeit,600+0,2021.02.19,11:36:12,Standard,1124,-13
151,Rated Rapid game,https://lichess.org/Yw03XRtW,2021.02.19,?,DaenaliaEvandruile,MrKalisz,1-0,1087,-9,C00,Normal,600+0,2021.02.19,11:27:22,Standard,1114,+10
152,Rated Bullet game,https://lichess.org/p9sa683T,2021.02.19,?,rezasalehisalmi,DaenaliaEvandruile,0-1,1226,+5,A04,Time forfeit,60+0,2021.02.19,05:31:44,Standard,1220,-6
153,Rated Bullet game,https://lichess.org/j5CfAS6F,2021.02.19,?,DaenaliaEvandruile,Nayeemj496,0-1,1237,+6,C44,Normal,60+0,2021.02.19,05:29:47,Standard,1231,-5
154,Rated UltraBullet game,https://lichess.org/WP6WLC2r,2021.02.19,?,IDZone,DaenaliaEvandruile,0-1,1145,+6,A40,Time forfeit,15+0,2021.02.19,02:11:24,Standard,1181,-6
155,Rated UltraBullet game,https://lichess.org/HL82VjhW,2021.02.19,?,DaenaliaEvandruile,bonbonchristhov,0-1,1550,+3,A06,Time forfeit,15+0,2021.02.19,02:09:43,Standard,1146,-1
156,Rated Rapid game,https://lichess.org/W1nnSlqo,2021.02.19,?,coachdsanchez2,DaenaliaEvandruile,1-0,1124,-10,B06,Normal,600+0,2021.02.19,01:59:29,Standard,1147,+6
157,Rated Rapid game,https://lichess.org/f8xxh3DV,2021.02.19,?,VeinyAngus,DaenaliaEvandruile,0-1,1114,+10,A04,Normal,600+0,2021.02.19,01:58:04,Standard,1035,-4
158,Rated Rapid game,https://lichess.org/7Qf0jHDa,2021.02.19,?,DaenaliaEvandruile,mrArel,1-0,929,-61,C43,Normal,600+0,2021.02.19,01:56:19,Standard,1108,+6
159,Rated Rapid game,https://lichess.org/64kaXonU,2021.02.19,?,adam_bell99,DaenaliaEvandruile,1-0,1121,-13,A40,Normal,600+0,2021.02.19,01:40:02,Standard,1097,+6
160,Rated Rapid game,https://lichess.org/OjtB8zIN,2021.02.18,?,DaenaliaEvandruile,cevatkacak,0-1,1156,+6,C40,Normal,600+0,2021.02.18,23:36:37,Standard,1132,-11
161,Rated Rapid game,https://lichess.org/V9YLYahT,2021.02.18,?,DaenaliaEvandruile,Brandon_ladera2021,1-0,1142,-7,C50,Normal,600+0,2021.02.18,23:32:29,Standard,1118,+14
162,Rated Rapid game,https://lichess.org/CPBLfn7W,2021.02.18,?,number_log10,DaenaliaEvandruile,1-0,1130,-12,D00,Normal,600+0,2021.02.18,23:19:23,Standard,1135,+6
163,Rated Rapid game,https://lichess.org/em5omMgZ,2021.02.18,?,DaenaliaEvandruile,Wispil,1-0,1093,-70,C44,Normal,600+0,2021.02.18,23:13:15,Standard,1119,+11
164,Rated Rapid game,https://lichess.org/EMRvNDfy,2021.02.18,?,patrick62700,DaenaliaEvandruile,0-1,1106,+13,C42,Normal,600+0,2021.02.18,23:05:46,Standard,1054,-5
165,Rated Rapid game,https://lichess.org/0bF9J6za,2021.02.18,?,DaenaliaEvandruile,evertontoffee,1-0,1184,-7,B02,Normal,600+0,2021.02.18,22:56:59,Standard,1086,+20
166,Rated Rapid game,https://lichess.org/3fSk9O3l,2021.02.18,?,cchel,DaenaliaEvandruile,1-0,1102,-16,C42,Normal,600+0,2021.02.18,22:43:50,Standard,1089,+7
167,Casual Bullet game,https://lichess.org/KjYAMbzU,2021.02.18,?,DaenaliaEvandruile,PolynomialTime,1-0,1226,,C42,Normal,60+0,2021.02.18,14:52:32,Standard,1231,
168,Casual Bullet game,https://lichess.org/VZ9CVqI5,2021.02.18,?,PolynomialTime,DaenaliaEvandruile,1-0,1231,,D00,Time forfeit,60+0,2021.02.18,14:48:47,Standard,1226,
169,Casual Bullet game,https://lichess.org/UZJ4ZYcz,2021.02.18,?,DaenaliaEvandruile,PolynomialTime,1-0,1226,,B06,Time forfeit,60+0,2021.02.18,14:45:58,Standard,1231,
170,Casual Bullet game,https://lichess.org/Arcizq8H,2021.02.18,?,PolynomialTime,DaenaliaEvandruile,1-0,1231,,A01,Time forfeit,60+0,2021.02.18,14:42:24,Standard,1226,
171,Casual Bullet game,https://lichess.org/ANBgmpO3,2021.02.18,?,DaenaliaEvandruile,PolynomialTime,0-1,1226,,B06,Normal,60+0,2021.02.18,14:39:55,Standard,1231,
172,Casual Bullet game,https://lichess.org/pSdK5SHe,2021.02.18,?,PolynomialTime,DaenaliaEvandruile,0-1,1231,,D00,Time forfeit,60+0,2021.02.18,14:37:04,Standard,1226,
173,Casual Bullet game,https://lichess.org/NHNhF5mZ,2021.02.18,?,DaenaliaEvandruile,PolynomialTime,1-0,1226,,C42,Normal,60+0,2021.02.18,14:35:37,Standard,1231,
174,Casual Bullet game,https://lichess.org/FjhTCxLO,2021.02.18,?,PolynomialTime,DaenaliaEvandruile,1-0,1231,,D00,Normal,60+0,2021.02.18,14:33:39,Standard,1226,
175,Rated Bullet game,https://lichess.org/rvikhjxI,2021.02.18,?,lucasfortunato,DaenaliaEvandruile,0-1,1226,+5,C24,Time forfeit,60+0,2021.02.18,14:31:10,Standard,1224,-5
176,Rated UltraBullet game,https://lichess.org/jKlKfwO8,2021.02.18,?,IDZone,DaenaliaEvandruile,0-1,1139,+7,A40,Time forfeit,15+0,2021.02.18,14:28:38,Standard,1200,-7
177,Rated UltraBullet game,https://lichess.org/Oqcdb2P0,2021.02.18,?,DaenaliaEvandruile,Jackypaper824,1-0,949,-4,B10,Time forfeit,15+0,2021.02.18,14:27:27,Standard,1136,+3
178,Rated Blitz game,https://lichess.org/90MatJFS,2021.02.18,?,Fireflare77,DaenaliaEvandruile,1-0,1008,-7,C42,Normal,180+0,2021.02.18,14:10:40,Standard,1004,+11
179,Rated Blitz game,https://lichess.org/Y6nO25Xe,2021.02.18,?,DaenaliaEvandruile,Fireflare77,1-0,1016,-12,B01,Normal,180+0,2021.02.18,14:05:52,Standard,1001,+7
180,Rated Bullet game,https://lichess.org/VJ6Ki8we,2021.02.18,?,Sgigaba,DaenaliaEvandruile,0-1,1218,+8,C26,Time forfeit,60+0,2021.02.18,13:57:57,Standard,1327,-7
181,Rated Bullet game,https://lichess.org/j6C5uDps,2021.02.18,?,Tiliaramus,DaenaliaEvandruile,0-1,1213,+5,C43,Normal,60+0,2021.02.18,13:55:46,Standard,1194,-29
182,Rated Bullet game,https://lichess.org/IEmSFW9X,2021.02.18,?,DaenaliaEvandruile,Gyroshot,1/2-1/2,1202,+0,B21,Normal,60+0,2021.02.18,13:53:44,Standard,1213,+0
183,Rated Bullet game,https://lichess.org/rl9oNqTQ,2021.02.18,?,Majkij,DaenaliaEvandruile,1-0,1218,-5,C21,Time forfeit,60+0,2021.02.18,13:51:10,Standard,1249,+6
184,Rated Bullet game,https://lichess.org/yDoBIJKz,2021.02.18,?,DaenaliaEvandruile,bigfatbryce,1-0,1206,-5,B00,Time forfeit,60+0,2021.02.18,13:48:35,Standard,1213,+5
185,Rated Bullet game,https://lichess.org/0VEIL9e2,2021.02.18,?,DaenaliaEvandruile,karl1991,0-1,1234,+6,C42,Normal,60+0,2021.02.18,13:47:22,Standard,1218,-5
186,Rated Bullet game,https://lichess.org/Md4a6Ovw,2021.02.18,?,kwadrokopter,DaenaliaEvandruile,0-1,1212,+6,C24,Normal,60+0,2021.02.18,13:47:00,Standard,1214,-6
187,Rated Bullet game,https://lichess.org/3PLqGOZy,2021.02.18,?,DaenaliaEvandruile,ddd223,0-1,1228,+6,C20,Time forfeit,60+0,2021.02.18,13:44:36,Standard,1218,-6
188,Rated Bullet game,https://lichess.org/S6GnmTxN,2021.02.18,?,DrSchuh999,DaenaliaEvandruile,1-0,1224,-6,C42,Time forfeit,60+0,2021.02.18,13:41:23,Standard,1165,+7
189,Rated Bullet game,https://lichess.org/zjb3rL0Y,2021.02.18,?,DaenaliaEvandruile,Lena900,1-0,1252,-6,B10,Time forfeit,60+0,2021.02.18,12:51:33,Standard,1218,+6
190,Rated Bullet game,https://lichess.org/3sEikjUL,2021.02.18,?,DaenaliaEvandruile,DanielChacon,1-0,1223,-6,C00,Normal,60+0,2021.02.18,12:49:18,Standard,1212,+6
191,Rated Bullet game,https://lichess.org/GGC2sfYv,2021.02.18,?,cizonek,DaenaliaEvandruile,1-0,1219,-7,D20,Time forfeit,60+0,2021.02.18,12:46:28,Standard,1137,+28
192,Rated Bullet game,https://lichess.org/eSRkupvM,2021.02.18,?,pekisoni84,DaenaliaEvandruile,0-1,1213,+6,C34,Time forfeit,60+0,2021.02.18,12:44:11,Standard,1194,-5
193,Rated Bullet game,https://lichess.org/kZiaZm6y,2021.02.18,?,DaenaliaEvandruile,jackywho,0-1,1248,+6,A06,Normal,60+0,2021.02.18,12:42:24,Standard,1218,-5
194,Rated Bullet game,https://lichess.org/QtJBzXKx,2021.02.18,?,DaenaliaEvandruile,stachu12,1-0,1227,-6,B01,Time forfeit,60+0,2021.02.18,12:40:03,Standard,1212,+6
195,Rated Bullet game,https://lichess.org/njGlNEPv,2021.02.18,?,Goktas,DaenaliaEvandruile,1-0,1217,-5,C42,Time forfeit,60+0,2021.02.18,12:37:18,Standard,1268,+5
196,Rated Bullet game,https://lichess.org/zoAV1auO,2021.02.18,?,svgayg,DaenaliaEvandruile,0-1,1212,+5,C42,Time forfeit,60+0,2021.02.18,12:35:00,Standard,1219,-64
197,Rated Bullet game,https://lichess.org/n8eWy2x9,2021.02.18,?,DaenaliaEvandruile,Jkirtan,1-0,1229,-6,B10,Time forfeit,60+0,2021.02.18,12:32:23,Standard,1206,+6
198,Rated Bullet game,https://lichess.org/UoVpOeuA,2021.02.18,?,DaenaliaEvandruile,Beez-01,0-1,1192,+7,B01,Normal,60+0,2021.02.18,12:30:01,Standard,1212,-6
199,Rated Bullet game,https://lichess.org/HJ9eE7GW,2021.02.18,?,stevenrose,DaenaliaEvandruile,1-0,1216,-4,A00,Normal,60+0,2021.02.18,12:27:44,Standard,1323,+4
200,Rated Bullet game,https://lichess.org/QEmLyVkw,2021.02.18,?,JSD1982,DaenaliaEvandruile,1-0,1222,-6,C42,Normal,60+0,2021.02.18,12:25:33,Standard,1203,+6
201,Rated Bullet game,https://lichess.org/rEsb4kdW,2021.02.18,?,DaenaliaEvandruile,DoinkBaDoink,1-0,1270,-44,C42,Normal,60+0,2021.02.18,12:23:08,Standard,1216,+6
202,Rated Bullet game,https://lichess.org/oBZQUNP8,2021.02.18,?,jathinvarmak,DaenaliaEvandruile,1-0,1221,-5,C42,Time forfeit,60+0,2021.02.18,12:20:37,Standard,1222,+6
203,Rated Bullet game,https://lichess.org/gutUDLHl,2021.02.18,?,DaenaliaEvandruile,diegods123,1-0,1214,-7,C44,Normal,60+0,2021.02.18,12:18:13,Standard,1216,+5
204,Rated Bullet game,https://lichess.org/rQkelmCr,2021.02.18,?,DaenaliaEvandruile,Ignacy3334,1-0,1169,-5,C45,Normal,60+0,2021.02.18,12:17:24,Standard,1210,+6
205,Rated Bullet game,https://lichess.org/BdCei71N,2021.02.18,?,sis3r,DaenaliaEvandruile,1-0,1217,-7,C43,Normal,60+0,2021.02.18,12:14:46,Standard,1178,+7
206,Rated Bullet game,https://lichess.org/hmCv2xBr,2021.02.18,?,Ollio,DaenaliaEvandruile,0-1,1211,+6,D20,Time forfeit,60+0,2021.02.18,12:12:22,Standard,1215,-5
207,Rated UltraBullet game,https://lichess.org/jbjVWrTQ,2021.02.18,?,DaenaliaEvandruile,Smion,1-0,1388,-9,A06,Time forfeit,15+0,2021.02.18,11:59:58,Standard,1127,+9
208,Rated UltraBullet game,https://lichess.org/au8jruWf,2021.02.18,?,Smion,DaenaliaEvandruile,1-0,1129,-2,C26,Time forfeit,15+0,2021.02.18,11:58:33,Standard,1383,+3
209,Hourly UltraBullet Arena,https://lichess.org/GbnZVylW,2021.02.18,?,DaenaliaEvandruile,Woodari,0-1,1298,+4,A06,Normal,15+0,2021.02.18,11:57:05,Standard,1133,-4
210,Hourly UltraBullet Arena,https://lichess.org/eTNoCT36,2021.02.18,?,biermaster,DaenaliaEvandruile,1-0,1133,+0,A06,Time forfeit,15+0,2021.02.18,11:56:10,Standard,1804,+0
211,Hourly UltraBullet Arena,https://lichess.org/N9uqnW4F,2021.02.18,?,Wise41,DaenaliaEvandruile,1-0,1135,-2,A00,Time forfeit,15+0,2021.02.18,11:55:06,Standard,1415,+2
212,Hourly UltraBullet Arena,https://lichess.org/Xwqho5gu,2021.02.18,?,DaenaliaEvandruile,CMrajat,0-1,1398,+2,A06,Time forfeit,15+0,2021.02.18,11:54:03,Standard,1137,-2
213,Hourly UltraBullet Arena,https://lichess.org/h0MAPuTA,2021.02.18,?,Jeshurunaluju10,DaenaliaEvandruile,0-1,1132,+5,A00,Normal,15+0,2021.02.18,11:52:59,Standard,1100,-5
214,Hourly UltraBullet Arena,https://lichess.org/fgbMtWZn,2021.02.18,?,DaenaliaEvandruile,skgunamay,0-1,1075,+9,C44,Time forfeit,15+0,2021.02.18,11:52:06,Standard,1138,-6
215,Hourly UltraBullet Arena,https://lichess.org/TBTIaO0d,2021.02.18,?,DaenaliaEvandruile,carlopetrovich,0-1,1278,+6,C41,Time forfeit,15+0,2021.02.18,11:51:01,Standard,1142,-4
216,Hourly UltraBullet Arena,https://lichess.org/BJKlFwbA,2021.02.18,?,boazw5,DaenaliaEvandruile,1-0,1143,-1,A40,Time forfeit,15+0,2021.02.18,11:50:08,Standard,1621,+0
217,Hourly UltraBullet Arena,https://lichess.org/SroV9wE1,2021.02.18,?,DaenaliaEvandruile,MastacticaTeoria,0-1,1928,+1,B10,Time forfeit,15+0,2021.02.18,11:49:06,Standard,1143,+0
218,Hourly UltraBullet Arena,https://lichess.org/NHzsDwQe,2021.02.18,?,TennisMath,DaenaliaEvandruile,1-0,1143,+0,A40,Normal,15+0,2021.02.18,11:48:13,Standard,1817,+0
219,Hourly UltraBullet Arena,https://lichess.org/btWuyaSS,2021.02.18,?,DaenaliaEvandruile,maks1991maks,0-1,1366,+2,C30,Time forfeit,15+0,2021.02.18,11:47:09,Standard,1146,-3
220,Hourly UltraBullet Arena,https://lichess.org/0Ho0SdY9,2021.02.18,?,Smelye2,DaenaliaEvandruile,0-1,1135,+11,A00,Time forfeit,15+0,2021.02.18,11:46:17,Standard,1583,-10
221,Hourly UltraBullet Arena,https://lichess.org/XT6gSJ4O,2021.02.18,?,DaenaliaEvandruile,Altinyusuf,0-1,1402,+2,A06,Time forfeit,15+0,2021.02.18,11:45:24,Standard,1137,-2
222,Hourly UltraBullet Arena,https://lichess.org/AXPrCq8q,2021.02.18,?,ToxicForumGuy,DaenaliaEvandruile,1-0,1138,-1,A00,Time forfeit,15+0,2021.02.18,11:44:31,Standard,1564,+4
223,Hourly UltraBullet Arena,https://lichess.org/LnxxCsRM,2021.02.18,?,Matvei_11,DaenaliaEvandruile,0-1,1132,+6,B00,Time forfeit,15+0,2021.02.18,11:43:38,Standard,1118,-8
224,Hourly UltraBullet Arena,https://lichess.org/KPH66p71,2021.02.18,?,DaenaliaEvandruile,funky78,0-1,1402,+2,C00,Time forfeit,15+0,2021.02.18,11:42:42,Standard,1134,-2
225,Hourly UltraBullet Arena,https://lichess.org/VxFslTv9,2021.02.18,?,DaenaliaEvandruile,Smelye2,0-1,1604,+1,B00,Time forfeit,15+0,2021.02.18,11:41:49,Standard,1135,-1
226,Hourly UltraBullet Arena,https://lichess.org/mlDPj8oj,2021.02.18,?,DominikDerBoss,DaenaliaEvandruile,1-0,1135,+0,A00,Time forfeit,15+0,2021.02.18,11:41:07,Standard,2225,+0
227,Hourly UltraBullet Arena,https://lichess.org/cdXVtJa0,2021.02.18,?,DaenaliaEvandruile,XaverWidmann,0-1,1599,+1,B00,Time forfeit,15+0,2021.02.18,11:40:24,Standard,1136,-1
228,Hourly UltraBullet Arena,https://lichess.org/khxTQUEb,2021.02.18,?,DaenaliaEvandruile,Farrukh67,0-1,1338,+3,B40,Time forfeit,15+0,2021.02.18,11:39:27,Standard,1139,-3
229,Hourly UltraBullet Arena,https://lichess.org/Lbz5WVmh,2021.02.18,?,DaenaliaEvandruile,vic631,1-0,1248,-8,C40,Time forfeit,15+0,2021.02.18,11:38:42,Standard,1130,+9
230,Hourly UltraBullet Arena,https://lichess.org/hykRgmJk,2021.02.18,?,skgunamay,DaenaliaEvandruile,1-0,1138,-8,C24,Time forfeit,15+0,2021.02.18,11:37:51,Standard,1083,+10
231,Hourly UltraBullet Arena,https://lichess.org/CqwMUtMs,2021.02.18,?,M-i-k-h-a-i-l,DaenaliaEvandruile,1-0,1142,-4,C23,Normal,15+0,2021.02.18,11:37:20,Standard,1286,+4
232,Hourly UltraBullet Arena,https://lichess.org/n1cs7Nqo,2021.02.18,?,Kacperszachmat,DaenaliaEvandruile,1-0,1142,+0,A40,Time forfeit,15+0,2021.02.18,11:36:30,Standard,1950,+0
233,Hourly UltraBullet Arena,https://lichess.org/XB9ApSrU,2021.02.18,?,DaenaliaEvandruile,srigauravsethi,0-1,1324,+3,A06,Time forfeit,15+0,2021.02.18,11:35:29,Standard,1146,-4
234,Hourly UltraBullet Arena,https://lichess.org/AaFi4Ivi,2021.02.18,?,DaenaliaEvandruile,Akshayrao_keely,1-0,1132,-6,C40,Time forfeit,15+0,2021.02.18,11:34:34,Standard,1139,+7
235,Hourly UltraBullet Arena,https://lichess.org/B0VDt8fw,2021.02.18,?,DANISH112,DaenaliaEvandruile,0-1,1138,+1,A00,Normal,15+0,2021.02.18,11:33:51,Standard,722,-5
236,Hourly UltraBullet Arena,https://lichess.org/kzOgoJoz,2021.02.18,?,M-i-k-h-a-i-l,DaenaliaEvandruile,1-0,1142,-4,B01,Time forfeit,15+0,2021.02.18,11:33:06,Standard,1282,+4
237,Hourly UltraBullet Arena,https://lichess.org/ssd3bLAp,2021.02.18,?,DaenaliaEvandruile,Tamik2007,0-1,1723,+0,C42,Normal,15+0,2021.02.18,11:32:24,Standard,1143,-1
238,Hourly UltraBullet Arena,https://lichess.org/uSn1aP2q,2021.02.18,?,YugoRebel,DaenaliaEvandruile,1-0,1143,+0,A00,Time forfeit,15+0,2021.02.18,11:31:29,Standard,1843,+0
239,Hourly UltraBullet Arena,https://lichess.org/jtVRIpCp,2021.02.18,?,DaenaliaEvandruile,sivagurunathan3,1-0,1156,-7,C40,Normal,15+0,2021.02.18,11:30:53,Standard,1135,+8
240,Rated UltraBullet game,https://lichess.org/0NCRvqmU,2021.02.18,?,DaenaliaEvandruile,Elisir008,1-0,1076,-5,C00,Time forfeit,15+0,2021.02.18,11:19:11,Standard,1128,+7
241,Rated UltraBullet game,https://lichess.org/j91bk7Mp,2021.02.18,?,Ferrari-24,DaenaliaEvandruile,1-0,1130,-2,A00,Time forfeit,15+0,2021.02.18,11:18:13,Standard,1480,+1
242,Rated UltraBullet game,https://lichess.org/qogiDbHK,2021.02.18,?,DaenaliaEvandruile,Ferrari-24,0-1,1478,+2,C00,Time forfeit,15+0,2021.02.18,11:17:20,Standard,1132,-2
243,Rated UltraBullet game,https://lichess.org/TUvsI15N,2021.02.18,?,Ferrari-24,DaenaliaEvandruile,1-0,1134,-2,A00,Time forfeit,15+0,2021.02.18,11:16:18,Standard,1477,+1
244,Rated UltraBullet game,https://lichess.org/68IkC4dI,2021.02.18,?,DaenaliaEvandruile,mymasteriscarlsen,1-0,1020,-19,A06,Time forfeit,15+0,2021.02.18,11:15:29,Standard,1129,+5
245,Rated UltraBullet game,https://lichess.org/t9aGU2HM,2021.02.18,?,DaenaliaEvandruile,TSupreeth,1-0,902,-36,C00,Time forfeit,15+0,2021.02.18,11:14:16,Standard,1125,+4
246,Rated UltraBullet game,https://lichess.org/qqAF9tCc,2021.02.18,?,TSupreeth,DaenaliaEvandruile,0-1,1121,+4,C42,Time forfeit,15+0,2021.02.18,11:13:21,Standard,957,-55
247,Rated UltraBullet game,https://lichess.org/lMY42nTO,2021.02.18,?,DaenaliaEvandruile,prenitkathuria,0-1,1379,+2,C42,Time forfeit,15+0,2021.02.18,11:12:31,Standard,1124,-3
248,Rated UltraBullet game,https://lichess.org/ECWwlmXQ,2021.02.18,?,chessovolution,DaenaliaEvandruile,1-0,1126,-2,A00,Time forfeit,15+0,2021.02.18,11:11:42,Standard,1515,+1
249,Rated UltraBullet game,https://lichess.org/rZvnSVIp,2021.02.18,?,DaenaliaEvandruile,chessovolution,0-1,1514,+1,C42,Time forfeit,15+0,2021.02.18,11:10:53,Standard,1127,-1
250,Casual UltraBullet game,https://lichess.org/yTOlThH3,2021.02.18,?,rohittihiro,DaenaliaEvandruile,0-1,1127,,D07,Time forfeit,15+0,2021.02.18,11:10:00,Standard,1500,
251,Casual UltraBullet game,https://lichess.org/ZMQXvZDB,2021.02.18,?,DaenaliaEvandruile,Youthcoaching,0-1,1389,,C00,Time forfeit,15+0,2021.02.18,11:09:03,Standard,1127,
252,Rated UltraBullet game,https://lichess.org/BVmPf8oY,2021.02.18,?,PalpableFlorist,DaenaliaEvandruile,0-1,1119,+8,A00,Time forfeit,15+0,2021.02.18,11:03:51,Standard,1108,-6
253,Rated UltraBullet game,https://lichess.org/hvniiiQM,2021.02.18,?,Pawelekv,DaenaliaEvandruile,1-0,1128,-9,A00,Time forfeit,15+0,2021.02.18,11:03:05,Standard,1122,+31
254,Rated UltraBullet game,https://lichess.org/q9YJgUrf,2021.02.18,?,DaenaliaEvandruile,Nicolaspagnoli,0-1,990,+32,C40,Time forfeit,15+0,2021.02.18,11:02:00,Standard,1140,-12
255,Rated UltraBullet game,https://lichess.org/RGZ3LC0U,2021.02.18,?,DaenaliaEvandruile,Pawelekv,0-1,1096,+42,B10,Time forfeit,15+0,2021.02.18,11:00:55,Standard,1150,-10
256,Rated UltraBullet game,https://lichess.org/MNt0fMRM,2021.02.18,?,RipJawI,DaenaliaEvandruile,1-0,1157,-7,A82,Time forfeit,15+0,2021.02.18,11:00:10,Standard,1283,+6
257,Rated UltraBullet game,https://lichess.org/Jv0fkfRR,2021.02.18,?,DaenaliaEvandruile,RipJawI,0-1,1281,+6,C40,Normal,15+0,2021.02.18,10:58:55,Standard,1163,-6
258,Rated UltraBullet game,https://lichess.org/p9xsI74c,2021.02.18,?,Pawelekv,DaenaliaEvandruile,0-1,1156,+7,A00,Time forfeit,15+0,2021.02.18,10:57:58,Standard,1083,-37
259,Hourly UltraBullet Arena,https://lichess.org/W8ez70dA,2021.02.18,?,DiegoCasillas,DaenaliaEvandruile,1-0,1167,-11,C40,Time forfeit,15+0,2021.02.18,10:55:52,Standard,1120,+23
260,Hourly UltraBullet Arena,https://lichess.org/t2tQrDqj,2021.02.18,?,DaenaliaEvandruile,Dev_Gami,0-1,1070,+7,C40,Normal,15+0,2021.02.18,10:55:20,Standard,1181,-14
261,Hourly UltraBullet Arena,https://lichess.org/V9wzn0Wb,2021.02.18,?,ecstacy001,DaenaliaEvandruile,1-0,1181,+0,A00,Time forfeit,15+0,2021.02.18,10:54:19,Standard,2007,+1
262,Hourly UltraBullet Arena,https://lichess.org/SeqATt7j,2021.02.18,?,DaenaliaEvandruile,Ev_08,0-1,1323,+35,B20,Time forfeit,15+0,2021.02.18,10:53:30,Standard,1188,-7
263,Hourly UltraBullet Arena,https://lichess.org/29bRD182,2021.02.18,?,kaan2013522,DaenaliaEvandruile,1-0,1193,-5,B00,Time forfeit,15+0,2021.02.18,10:52:46,Standard,1391,+3
264,Hourly UltraBullet Arena,https://lichess.org/AdXp0kkD,2021.02.18,?,DaenaliaEvandruile,Abrax5,1-0,1282,-7,C40,Time forfeit,15+0,2021.02.18,10:51:45,Standard,1178,+15
265,Hourly UltraBullet Arena,https://lichess.org/sl50DJa3,2021.02.18,?,kaan2013522,DaenaliaEvandruile,1-0,1184,-6,C24,Time forfeit,15+0,2021.02.18,10:50:59,Standard,1391,+3
266,Hourly UltraBullet Arena,https://lichess.org/t5lKfREQ,2021.02.18,?,nogod2,DaenaliaEvandruile,1-0,1192,-8,A00,Time forfeit,15+0,2021.02.18,10:50:04,Standard,1322,+4
267,Hourly UltraBullet Arena,https://lichess.org/xkZFlxrC,2021.02.18,?,DaenaliaEvandruile,Woeke,1-0,1343,-8,C42,Time forfeit,15+0,2021.02.18,10:49:11,Standard,1174,+18
268,Hourly UltraBullet Arena,https://lichess.org/erSaaQdW,2021.02.18,?,Reza2850,DaenaliaEvandruile,0-1,1153,+21,A00,Time forfeit,15+0,2021.02.18,10:48:19,Standard,1378,-9
269,Hourly UltraBullet Arena,https://lichess.org/S47ehGss,2021.02.18,?,DaenaliaEvandruile,Woeke,0-1,1341,+3,C42,Time forfeit,15+0,2021.02.18,10:47:39,Standard,1160,-7
270,Hourly UltraBullet Arena,https://lichess.org/Aut1uWUa,2021.02.18,?,DaenaliaEvandruile,ahmethusrevakkus,0-1,1422,+3,A06,Time forfeit,15+0,2021.02.18,10:46:35,Standard,1166,-6
